ID_Pedido,Data_Venda,Nome_Produto,Categoria,Quantidade,Preco_Unitario,Valor_Total,Nome_Cliente,Estado,Email,Metodo_Pagamento
5bc52ab5-a2a5-4bfb-aad9-4a9aa356ba51,2023-05-09 00:00:00,Tablet Max,Eletrônicos,1,739.05,739.05,Otávio Rodrigues,CE,otávio.rodrigues@teste.br,Transferência Bancária
c893a778-57c7-40b0-8b4c-cafe749a1b59,2023-01-12 00:00:00,Fone de Ouvido Sem Fio,Eletrônicos,3,1652.92,4958.76,Rafael Santos,TO,rafael.santos@example.com,Transferência Bancária
3de99d31-9c93-405e-926c-7c61c674778d,2024-08-19 00:00:00,História da Arte,Livros,3,3281.33,9843.99,Ana Pereira,PB,ana.pereira@email.com,Transferência Bancária
b223b4b1-6396-4b74-ba24-e1e343148fc0,2023-10-09 00:00:00,Fone de Ouvido Sem Fio,Eletrônicos,5,3037.83,15189.15,Eduardo Souza,PB,eduardo.souza@teste.br,Boleto Bancário
e5493d38-f67d-4154-8d5a-28553d3ce076,2024-05-01 00:00:00,Smartphone XYZ,Eletrônicos,2,2651.47,5302.94,Eduardo Rocha,,eduardo.rocha@mail.net,Cartão de Crédito
0195cbdc-3581-4553-9434-aeaf58774d8f,2023-09-12 00:00:00,Bola de Futebol Oficial,Esportes e Lazer,5,2101.52,10507.6,Valentina Gonçalves,MT,valentina.gonçalves@email.com,Boleto Bancário
f89aa500-fd5f-47a5-bcc7-92779f312e3f,2022-10-30 00:00:00,Vestido Floral,Roupas,3,11.56,34.68,Igor Almeida,SP,igor.almeida@mail.net,Boleto Bancário
753ca299-336d-4736-a168-ec420cbc274c,2024-02-01 00:00:00,Bicicleta Mountain Bike,Esportes e Lazer,4,1535.82,6143.28,Carlos Carvalho,AP,carlos.carvalho@teste.br,PIX
4f0f0c2f-8c01-45bd-b7ec-414e3430d707,2022-09-03 00:00:00,Laptop Pro,Eletrônicos,3,224.58,673.74,Carlos Rocha,ES,carlos.rocha@email.com,Transferência Bancária
e98c09d9-5e0b-4d3b-aad1-dc21eba9df81,2023-03-06 00:00:00,Jogo de Panelas Antiaderente,Casa e Cozinha,1,4051.53,4051.53,Natália Pereira,TO,natália.pereira@mail.net,PayPal
dc498a10-07fe-46de-8aa1-393c29400c69,2023-04-22 00:00:00,Aventuras em Marte,Livros,2,1790.55,3581.1,Rafael Ribeiro,AM,rafael.ribeiro@email.com,Cartão de Crédito
70334d50-7b9d-420e-beaf-ee0420cfcb0a,2023-02-24 00:00:00,Smartwatch Fit,Eletrônicos,5,2263.97,11319.85,Bruno Carvalho,AL,bruno.carvalho@email.com,PayPal
bc980a5b-a7b5-41d4-b4f7-c4bee0883797,2024-07-23 00:00:00,O Segredo do Vale,Livros,3,2365.81,7097.43,Thiago Castro,GO,thiago.castro@teste.br,Cartão de Crédito
ea2ba6dd-6ebd-4514-adf9-8cb9f1461663,2022-04-22 00:00:00,Fone de Ouvido Sem Fio,Eletrônicos,3,2927.13,8781.39,Sofia Costa,PR,sofia.costa@email.com,PIX
2025bfd0-7524-4700-8c6a-d4ff2baca949,2023-09-19 00:00:00,Fone de Ouvido Sem Fio,Eletrônicos,1,1791.05,1791.05,Valentina Rodrigues,PA,valentina.rodrigues@mail.net,Boleto Bancário
4953ca3e-d5f0-49c6-8820-6b79f346e601,2022-11-20 00:00:00,Calça Jeans Slim,Roupas,3,4371.26,13113.78,Fernanda Barbosa,RS,fernanda.barbosa@email.com,PayPal
aaa8f69f-ac3a-43cb-b952-a9ae5aee0642,2022-09-20 00:00:00,Jaqueta de Couro,Roupas,1,1965.9,1965.9,Gustavo Martins,AC,gustavo.martins@web.org,Cartão de Crédito
5313a730-46ee-4ebe-a553-94001fa64ce0,2024-12-14 00:00:00,Cafeteira Express,Casa e Cozinha,2,3508.95,7017.9,Gustavo Ferreira,PA,gustavo.ferreira@example.com,Boleto Bancário
60a186c7-d874-4caa-b1e5-43ac37343366,2023-09-14 00:00:00,Robô Aspirador Inteligente,Casa e Cozinha,1,2966.68,2966.68,Julia Dias,PR,julia.dias@teste.br,PIX
fc11af65-6829-4a96-b70b-da47b85fbc57,2024-11-30 00:00:00,Laptop Pro,Eletrônicos,5,2208.57,11042.85,Marcos Almeida,PE,marcos.almeida@email.com,
56b65b77-d200-4d7a-acda-89d008bc3ca9,2023-03-08 00:00:00,Kit de Pesca Completo,Esportes e Lazer,1,1639.32,1639.32,Carlos Dias,AL,carlos.dias@web.org,PIX
74b02f23-0633-4b69-8519-71fe1a7f15ac,2022-09-16 00:00:00,Calça Jeans Slim,Roupas,3,1897.29,5691.87,Daniela Rodrigues,SP,daniela.rodrigues@mail.net,Transferência Bancária
28bb86c3-781c-4251-8b3f-05cca0f842ee,2023-12-04 00:00:00,Liquidificador Turbo,Casa e Cozinha,4,1393.84,5575.36,Ana Pereira,ES,ana.pereira@email.com,Boleto Bancário
ca9f4b37-2a90-4acf-b37e-81160ec91141,2022-03-24 00:00:00,Aventuras em Marte,Livros,3,4728.55,14185.65,Eduardo Castro,AL,eduardo.castro@email.com,Transferência Bancária
c3dd3e85-823b-45c0-9a75-5d3817259416,2022-04-16 00:00:00,Kit de Ferramentas Essenciais,Casa e Cozinha,3,1989.14,5967.42,Daniela Costa,MT,daniela.costa@teste.br,PayPal
abaa4c6c-e04d-4dc4-bfb2-a1b18190b4ab,2023-12-31 00:00:00,Smartwatch Fit,Eletrônicos,1,514.33,514.33,Bruno Martins,MA,,PIX
46a96493-8eb9-4354-933e-fa10395aff8f,2024-01-20 00:00:00,Kit de Ferramentas Essenciais,Casa e Cozinha,1,612.15,612.15,Ana Ferreira,,ana.ferreira@mail.net,PIX
b4230d14-d1fd-4fad-a8ce-3b2ddbb920fb,2022-03-16 00:00:00,Bicicleta Mountain Bike,Esportes e Lazer,2,2943.45,5886.9,Helena Dias,CE,helena.dias@teste.br,Transferência Bancária
1c3ddbb6-b864-47ec-b47f-faf2eb374c8b,2022-04-21 00:00:00,Moletom com Capuz,Roupas,5,3683.58,18417.9,Kaique Carvalho,RJ,kaique.carvalho@example.com,Boleto Bancário
b96f4db1-5f86-416d-b717-1335f3715a04,2024-08-15 00:00:00,Fone de Ouvido Sem Fio,Eletrônicos,2,3051.45,6102.9,Igor Oliveira,AM,igor.oliveira@mail.net,PIX
1119e320-f0ae-4683-aa0c-a1067ca34500,2024-11-18 00:00:00,História da Arte,Livros,5,4969.44,24847.2,Patrícia Dias,GO,patrícia.dias@web.org,PIX
aa02b84e-cbad-4f13-aded-bbda036900ef,2024-09-02 00:00:00,Camiseta Básica,Roupas,3,1479.22,4437.66,Kaique Mendes,RN,kaique.mendes@email.com,Boleto Bancário
7d6de2f2-769f-497a-a555-99d93d5c6315,2023-10-29 00:00:00,Tênis de Corrida,Esportes e Lazer,3,3498.11,10494.33,Otávio Castro,RR,otávio.castro@email.com,Cartão de Crédito
560e39ba-f201-494d-a42c-fdd96984d5fa,2024-12-12 00:00:00,Jogo de Panelas Antiaderente,Casa e Cozinha,5,3169.92,15849.6,Bruno Silva,ES,bruno.silva@web.org,Transferência Bancária
7016e494-c072-49f7-9f2d-b9c28291ce55,2023-09-12 00:00:00,Smartwatch Fit,Eletrônicos,5,4762.01,23810.05,Valentina Souza,PI,valentina.souza@mail.net,Boleto Bancário
811abea8-5b87-4e7d-abf1-33318441b699,2024-04-13 00:00:00,Robô Aspirador Inteligente,Casa e Cozinha,3,1137.51,3412.53,Thiago Oliveira,PR,thiago.oliveira@email.com,PIX
4e3a936b-ad31-4ba6-b5b5-39db8043d39e,2022-10-26 00:00:00,Liquidificador Turbo,Casa e Cozinha,4,3125.77,12503.08,Ana Oliveira,SE,ana.oliveira@teste.br,Cartão de Crédito
c4c41b48-06d0-45f4-9404-90c5f20d0120,2023-06-18 00:00:00,Tênis de Corrida,Esportes e Lazer,1,384.08,384.08,Kaique Silva,SE,kaique.silva@web.org,Boleto Bancário
dc6d6fde-bdb0-4211-b771-218f8346b7ef,2023-04-14 00:00:00,Cafeteira Express,Casa e Cozinha,5,2588.0,12940.0,Patrícia Souza,MA,patrícia.souza@email.com,PayPal
57bbec64-dca1-4023-bf7f-803720e242f9,2023-01-08 00:00:00,Tênis de Corrida,Esportes e Lazer,5,1126.89,5634.45,Sofia Ferreira,PI,sofia.ferreira@email.com,Cartão de Crédito
3268a21c-3543-429b-bba4-4c000e1e1cfe,2023-09-21 00:00:00,Tênis de Corrida,Esportes e Lazer,1,2563.72,2563.72,Eduardo Almeida,RN,eduardo.almeida@web.org,Transferência Bancária
65eae3a0-f873-49c6-9e53-318b1e50da28,2024-02-17 00:00:00,Camiseta Básica,Roupas,2,1492.49,2984.98,Rafael Souza,MG,rafael.souza@mail.net,PIX
1d5cf7a2-4965-4a1a-88cd-7065f52d0a18,2023-11-30 00:00:00,Smartphone XYZ,Eletrônicos,1,1017.56,1017.56,Natália Santos,PR,natália.santos@mail.net,Boleto Bancário
db0749fd-eee4-491a-89e0-f6876e50aa07,2024-12-21 00:00:00,Laptop Pro,Eletrônicos,3,2192.08,6576.24,Gustavo Barbosa,SP,gustavo.barbosa@mail.net,Cartão de Crédito
e049bf2a-a43c-43ac-aba7-8e1b3ee0c3a6,2023-09-03 00:00:00,Aventuras em Marte,Livros,4,865.98,3463.92,Kaique Mendes,SE,kaique.mendes@mail.net,Transferência Bancária
1f719b3f-563c-4bef-81f9-28492bcc3092,2023-04-13 00:00:00,Fone de Ouvido Sem Fio,Eletrônicos,2,4202.85,8405.7,Ana Costa,PA,ana.costa@teste.br,PIX
b2162907-fd4a-46dc-9645-378eca545b35,2024-12-23 00:00:00,Robô Aspirador Inteligente,Casa e Cozinha,5,1076.82,5384.1,Otávio Nunes,SC,,Transferência Bancária
9868e4e4-06f0-4404-95c1-fcb93fac6e49,2022-02-21 00:00:00,Tablet Max,Eletrônicos,3,1219.6,3658.8,Carlos Castro,PA,carlos.castro@mail.net,Boleto Bancário
788871ab-550c-48ec-bc99-93cdf4834331,2023-01-04 00:00:00,Smartwatch Fit,Eletrônicos,3,2825.65,8476.95,Thiago Lima,SC,thiago.lima@email.com,Transferência Bancária
711f6e8e-0bf8-437d-9e8a-b72ae0cde0eb,2024-11-01 00:00:00,Bola de Futebol Oficial,Esportes e Lazer,2,3808.42,7616.84,Sofia Rodrigues,AC,sofia.rodrigues@email.com,PIX
30c9261a-44e3-4818-9010-5e92249fee4a,2022-08-25 00:00:00,Kit de Ferramentas Essenciais,Casa e Cozinha,4,3724.59,14898.36,Thiago Silva,ES,thiago.silva@mail.net,PIX
c7a3a100-17be-4a31-ad60-0044a0563438,2023-03-01 00:00:00,Moletom com Capuz,Roupas,4,1234.43,4937.72,Sofia Silva,AL,sofia.silva@email.com,Cartão de Crédito
e6517f20-db02-4f38-929c-d9c5977b390e,2023-05-07 00:00:00,Kit de Pesca Completo,Esportes e Lazer,2,1449.83,2899.66,Kaique Silva,MS,kaique.silva@teste.br,PayPal
c0d357e9-0bc1-4ab1-93bd-0789a09fb9ec,2024-11-09 00:00:00,Bola de Futebol Oficial,Esportes e Lazer,4,3310.01,13240.04,Igor Silva,AC,igor.silva@web.org,Boleto Bancário
72718b10-9240-4d4e-92db-81be93513c3c,2022-03-07 00:00:00,Smartphone XYZ,Eletrônicos,2,1380.39,2760.78,Thiago Souza,MA,thiago.souza@web.org,Boleto Bancário
9d1380cf-28f9-48d2-91ec-0a1e9be81317,2024-08-01 00:00:00,Moletom com Capuz,Roupas,2,2180.3,4360.6,Helena Carvalho,SP,helena.carvalho@mail.net,Transferência Bancária
5935074e-42ab-438e-9627-7b64e2f80631,2023-12-22 00:00:00,Calça Jeans Slim,Roupas,5,487.48,2437.4,Daniela Nunes,MA,daniela.nunes@email.com,Cartão de Crédito
c3d88f18-afba-4f8d-a88f-9b84050462cb,2022-12-24 00:00:00,Smartphone XYZ,Eletrônicos,2,4734.89,9469.78,Carlos Martins,MT,carlos.martins@email.com,PayPal
e2ee5c5f-bde8-43b0-bc78-cacb79f298b3,2024-10-22 00:00:00,Jaqueta de Couro,Roupas,5,3015.85,15079.25,Helena Dias,PR,helena.dias@email.com,Boleto Bancário
0dfffcb7-e335-4e47-9429-dc1d70df869a,2022-05-21 00:00:00,Vestido Floral,Roupas,3,4801.13,14403.39,Igor Oliveira,AM,igor.oliveira@teste.br,PIX
c439fc0e-6366-4845-807b-7678e3abee8c,2023-05-16 00:00:00,Jogo de Panelas Antiaderente,Casa e Cozinha,4,2907.65,11630.6,Carlos Lima,AC,carlos.lima@teste.br,Transferência Bancária
2d9ccb43-78b0-40b6-bc1d-8c74efb13ed3,2022-05-29 00:00:00,Laptop Pro,Eletrônicos,4,2941.18,11764.72,Natália Ferreira,RR,natália.ferreira@example.com,PIX
b726584b-949e-4a02-a94c-1676efd2ec38,2024-06-18 00:00:00,Bola de Futebol Oficial,Esportes e Lazer,1,1515.39,1515.39,Helena Castro,SC,helena.castro@mail.net,PayPal
bbea286d-393d-4c40-ae48-fe919857fd1f,2022-04-30 00:00:00,História da Arte,Livros,5,3886.58,19432.9,Igor Almeida,TO,igor.almeida@example.com,Transferência Bancária
fff6247a-b89e-465f-a72f-1f765003b10a,2024-12-22 00:00:00,Jogo de Panelas Antiaderente,Casa e Cozinha,4,2076.49,8305.96,Patrícia Almeida,RS,patrícia.almeida@example.com,Transferência Bancária
a1f56309-3e87-42bc-a434-8069279ffaf9,2023-12-13 00:00:00,Moletom com Capuz,Roupas,5,1123.55,5617.75,Daniela Pereira,AP,daniela.pereira@example.com,PIX
47a76f34-6789-44cb-aba3-b650d40588e5,2023-11-17 00:00:00,Kit de Pesca Completo,Esportes e Lazer,1,3931.9,3931.9,Marcos Ferreira,DF,marcos.ferreira@mail.net,PayPal
9634cde0-c1bd-470c-b0c9-5546eb0dbde9,2022-09-27 00:00:00,Smartphone XYZ,Eletrônicos,3,4981.75,14945.25,Carlos Mendes,RS,carlos.mendes@web.org,PayPal
75ed68a8-cf41-452c-88f4-8d91b017184b,2023-12-05 00:00:00,Poemas ao Luar,Livros,2,4073.2,8146.4,Daniela Costa,SP,daniela.costa@web.org,Cartão de Crédito
900b543d-f7d0-42ba-b1a5-49145b5c2bf1,2024-08-09 00:00:00,Cozinha para Iniciantes,Livros,4,3372.03,13488.12,Rafael Ribeiro,RJ,rafael.ribeiro@email.com,Boleto Bancário
33093ab9-c9c2-4051-b734-c11cf8a788b2,2023-12-07 00:00:00,Kit de Ferramentas Essenciais,Casa e Cozinha,4,1769.55,6968.07,Fernanda Costa,DF,fernanda.costa@teste.br,Boleto Bancário
5cbc6f99-7e8f-42ed-842f-a9ee79330e47,2024-03-04 00:00:00,O Segredo do Vale,Livros,4,4084.46,16399.52,Fernanda Rocha,SP,fernanda.rocha@teste.br,Cartão de Crédito
3be60626-d303-4cee-b456-8f5dd1669c28,2022-08-25 00:00:00,Moletom com Capuz,Roupas,2,3932.36,7864.72,Marcos Ferreira,PB,,PIX
08665772-4469-48c8-98c3-2190ed0aed1c,2023-09-27 00:00:00,Laptop Pro,Eletrônicos,3,1596.42,4789.26,Rafael Rodrigues,PR,rafael.rodrigues@web.org,PIX
80265e94-77fa-435d-a3f3-0eabe09507bd,2023-11-30 00:00:00,Moletom com Capuz,Roupas,4,766.82,3067.28,Eduardo Barbosa,PE,eduardo.barbosa@email.com,PayPal
6d1f4e02-b71e-479f-b611-cc76809ec4a7,2023-04-07 00:00:00,Bola de Futebol Oficial,Esportes e Lazer,1,2838.62,2838.62,Marcos Almeida,RR,marcos.almeida@email.com,PayPal
8df72136-63ae-42b5-97cb-bf8f11136cc0,2023-04-15 00:00:00,Fone de Ouvido Sem Fio,Eletrônicos,1,141.27,141.27,Julia Castro,AC,julia.castro@teste.br,Cartão de Crédito
f7aa0150-a332-41a4-814b-dfff66e6a67c,2022-11-19 00:00:00,Calça Jeans Slim,Roupas,3,3017.72,9053.16,Larissa Rodrigues,AM,larissa.rodrigues@email.com,Cartão de Crédito
5c6c28ed-b55a-463b-abfd-ea39b60ce16c,2023-05-31 00:00:00,Barraca de Camping,Esportes e Lazer,4,4131.12,16524.48,Patrícia Rocha,MA,,PayPal
8a51645c-d893-4fa6-af0c-5633712eee1e,2022-06-18 00:00:00,Bola de Futebol Oficial,Esportes e Lazer,4,349.17,1396.68,Natália Gonçalves,CE,natália.gonçalves@web.org,Cartão de Crédito
9300901e-1f5b-45bf-89e0-32a9b4ced626,2023-07-08 00:00:00,Fone de Ouvido Sem Fio,Eletrônicos,1,1462.02,1462.02,Larissa Gonçalves,CE,,PayPal
3aa66dcc-7c32-41b6-9e7f-5b918797fe98,2023-05-04 00:00:00,Aventuras em Marte,Livros,5,25.41,127.05,Gustavo Rodrigues,MA,gustavo.rodrigues@web.org,PIX
4e78a460-1397-4cae-b190-1dd1d83c7a7b,2023-09-07 00:00:00,Jogo de Panelas Antiaderente,Casa e Cozinha,3,1231.28,3693.84,Larissa Ferreira,MT,larissa.ferreira@mail.net,PayPal
11be4eb3-9d01-47cc-a8f1-9be87044d486,2022-05-24 00:00:00,Robô Aspirador Inteligente,Casa e Cozinha,1,3367.48,3367.48,Otávio Rodrigues,MG,otávio.rodrigues@mail.net,Cartão de Crédito
28f1852a-7241-418d-bf4e-6b9837a9273a,2023-05-07 00:00:00,Cozinha para Iniciantes,Livros,2,1406.52,2813.04,Larissa Lima,PB,larissa.lima@mail.net,
c75c919b-6250-47ad-b12c-9b5a70503157,2024-07-09 00:00:00,História da Arte,Livros,5,4289.13,21445.65,Fernanda Castro,RR,fernanda.castro@email.com,PayPal
6208813f-8650-4f9e-b2d9-aa669a48394b,2024-06-19 00:00:00,Cafeteira Express,Casa e Cozinha,5,2612.87,13064.35,Thiago Silva,TO,thiago.silva@example.com,Transferência Bancária
4b29140d-f8aa-4320-af12-ea6570c2713f,2022-07-31 00:00:00,Calça Jeans Slim,Roupas,2,4123.53,8247.06,Carlos Ferreira,RN,carlos.ferreira@email.com,Cartão de Crédito
5880c3fa-65d3-4c26-b96d-65fc139d9d7a,2024-04-06 00:00:00,Kit de Ferramentas Essenciais,Casa e Cozinha,5,1842.91,9214.55,Helena Nunes,TO,helena.nunes@mail.net,Boleto Bancário
aa736002-a9b7-40f3-9e12-0f72385bedfd,2022-10-29 00:00:00,Tablet Max,Eletrônicos,3,3551.74,10655.22,Valentina Martins,RS,valentina.martins@email.com,PIX
0be0db26-b4ad-44e3-8b3a-59a90616404b,2022-09-05 00:00:00,Smartwatch Fit,Eletrônicos,3,2395.3,7185.9,Fernanda Almeida,PA,fernanda.almeida@mail.net,PIX
42ef7e57-cc75-470c-9b49-bb86e445fa2f,2022-07-27 00:00:00,Jogo de Panelas Antiaderente,Casa e Cozinha,1,4616.66,4616.66,Fernanda Costa,AP,fernanda.costa@mail.net,PayPal
bc778833-7bb2-4801-8d1e-195d93a5c6cf,2022-10-22 00:00:00,História da Arte,Livros,1,1262.23,1262.23,Eduardo Pereira,PA,eduardo.pereira@mail.net,Cartão de Crédito
2d0cd568-f4e4-4be3-86d5-97956efc2e76,2023-03-24 00:00:00,Calça Jeans Slim,Roupas,4,2654.27,10617.08,Kaique Mendes,RR,kaique.mendes@email.com,PayPal
77b4400f-386a-45ec-9974-4d65a6c91239,2022-12-22 00:00:00,Smartwatch Fit,Eletrônicos,3,4231.88,12695.64,Larissa Costa,MA,larissa.costa@email.com,PIX
f6df4392-fad5-458e-9932-fdbcddc72f8d,2022-12-10 00:00:00,Smartphone XYZ,Eletrônicos,5,4216.85,21084.25,Igor Silva,MG,igor.silva@web.org,Transferência Bancária
c7ba3c6b-a95d-41fc-8e6f-fecad99a1675,2024-11-04 00:00:00,Cafeteira Express,Casa e Cozinha,4,4882.56,19530.24,Otávio Ferreira,RN,otávio.ferreira@web.org,Boleto Bancário
05f911ba-e4b5-47d2-ab10-9d9f3e7c2a40,2022-08-18 00:00:00,Cozinha para Iniciantes,Livros,2,4536.52,9073.04,Gustavo Souza,ES,gustavo.souza@web.org,Cartão de Crédito
837f8fed-4268-4308-b142-e6b140852b24,2023-06-17 00:00:00,Smartphone XYZ,Eletrônicos,5,1574.92,7874.6,Ana Nunes,CE,ana.nunes@email.com,Boleto Bancário
6a99d90a-e7ca-421a-a1a2-b083d1ec3daf,2022-03-28 00:00:00,Fone de Ouvido Sem Fio,Eletrônicos,5,53.63,268.15,Natália Almeida,PI,natália.almeida@example.com,Cartão de Crédito
c88aad75-9988-41fa-943a-003357a06475,2022-04-30 00:00:00,Bola de Futebol Oficial,Esportes e Lazer,5,1782.03,8910.15,Helena Almeida,RS,helena.almeida@web.org,PayPal
b3ca0a99-9744-42ea-a1fe-5bf7120b6ddf,2022-03-27 00:00:00,Robô Aspirador Inteligente,Casa e Cozinha,2,534.54,1069.08,Valentina Ribeiro,ES,valentina.ribeiro@example.com,PayPal
554c777b-f7d8-4d23-ad54-05b3dd506a12,2024-07-14 00:00:00,Kit de Ferramentas Essenciais,Casa e Cozinha,5,3735.97,18679.85,Ana Souza,PE,ana.souza@web.org,Cartão de Crédito
5b348782-fa7c-4fcf-b25e-730b2a8f2844,2023-08-01 00:00:00,Robô Aspirador Inteligente,Casa e Cozinha,2,4415.76,8831.52,Carlos Barbosa,MG,carlos.barbosa@mail.net,Boleto Bancário
a591f8b0-0727-411c-bd41-ce863c7e7759,2023-04-15 00:00:00,O Segredo do Vale,Livros,4,1047.22,4188.88,Bruno Ferreira,RJ,bruno.ferreira@email.com,PayPal
f8877e19-9282-42c8-a1cc-bf433163d5a8,2022-08-09 00:00:00,Tênis de Corrida,Esportes e Lazer,3,4558.34,13675.02,Helena Carvalho,GO,helena.carvalho@mail.net,Transferência Bancária
7e80f59a-aa6d-4633-a06f-f2ec265fe72a,2022-01-27 00:00:00,Vestido Floral,Roupas,2,90.6,181.2,Patrícia Castro,TO,patrícia.castro@web.org,Cartão de Crédito
edc791a7-d7ba-4206-9eb9-1f1b2494cc43,2023-06-21 00:00:00,Bicicleta Mountain Bike,Esportes e Lazer,2,402399.0,8047.98,Natália Pereira,AP,natália.pereira@mail.net,Cartão de Crédito
55477031-85e5-4de2-9189-018fdacbffdd,2022-01-03 00:00:00,Jaqueta de Couro,Roupas,3,677.44,2032.32,Otávio Souza,PI,otávio.souza@teste.br,PayPal
4bb0b2e7-cd48-49a3-8db4-1c0aa78d6dc5,2024-01-02 00:00:00,Fone de Ouvido Sem Fio,Eletrônicos,3,1216.17,3648.51,Igor Souza,RR,igor.souza@web.org,PIX
79c963fa-8214-4096-b3c3-8b7d1e6e65f6,2024-01-07 00:00:00,Bicicleta Mountain Bike,Esportes e Lazer,3,4136.59,12409.77,Larissa Ribeiro,SP,larissa.ribeiro@example.com,Cartão de Crédito
6e1e6e4b-fe66-45b4-8e9a-1a1803046a52,2023-08-22 00:00:00,Bola de Futebol Oficial,Esportes e Lazer,1,3408.74,3408.74,Kaique Silva,SE,kaique.silva@teste.br,Cartão de Crédito
b099a4cf-27df-4b38-a41c-b3eecd8273a3,2023-01-22 00:00:00,Vestido Floral,Roupas,1,4910.5,4910.5,Otávio Barbosa,AM,otávio.barbosa@web.org,PIX
bbca33a9-7741-49bd-8091-07282dd6e45c,2024-12-03 00:00:00,Jogo de Panelas Antiaderente,Casa e Cozinha,2,1639.93,3279.86,Ana Rocha,MG,ana.rocha@mail.net,Transferência Bancária
7646fb8d-adb4-418e-849c-bccfc8f0828d,2024-05-03 00:00:00,Cafeteira Express,Casa e Cozinha,4,2089.17,8356.68,Daniela Santos,SE,daniela.santos@mail.net,PIX
430d6561-2cf3-4098-9d36-8f28e8a2bbee,2024-05-31 00:00:00,Aventuras em Marte,Livros,4,4721.25,18885.0,Sofia Carvalho,RO,sofia.carvalho@mail.net,Transferência Bancária
d459d8de-ab57-4477-b312-e0d501a8aa08,2024-09-30 00:00:00,Aventuras em Marte,Livros,4,3930.55,15722.2,Larissa Pereira,AP,larissa.pereira@email.com,Transferência Bancária
1060555b-3c07-40f7-b0fb-5b19479514e4,2023-07-18 00:00:00,Aventuras em Marte,Livros,5,2798.4,13992.0,Carlos Ferreira,PA,carlos.ferreira@mail.net,Boleto Bancário
d1c65495-5cf0-4312-acbd-3f59aef8e149,2024-07-31 00:00:00,Camiseta Básica,Roupas,2,1433.74,2867.48,Gustavo Ferreira,AP,gustavo.ferreira@mail.net,PayPal
d5b3fff8-1018-4927-8516-c72019bf908e,2024-01-29 00:00:00,Tablet Max,Eletrônicos,4,2401.27,9605.08,Natália Dias,AC,natália.dias@mail.net,Cartão de Crédito
7741e5dd-7d94-4b9d-bc97-e874b5780dca,2024-02-17 00:00:00,Aventuras em Marte,Livros,1,4589.22,4589.22,Fernanda Rodrigues,RN,fernanda.rodrigues@web.org,Cartão de Crédito
d5680100-d4bf-46ab-94f4-484c7185acde,2022-11-14 00:00:00,Bicicleta Mountain Bike,Esportes e Lazer,5,702.28,3511.4,Marcos Martins,SE,marcos.martins@example.com,PayPal
6447eda4-547b-469e-b157-0283f8ca1439,2022-03-14 00:00:00,Aventuras em Marte,Livros,4,3735.01,14940.04,Larissa Dias,CE,larissa.dias@email.com,Transferência Bancária
3bdc61f6-65e1-44d8-88e5-55b2f611853b,2024-07-24 00:00:00,Smartphone XYZ,Eletrônicos,1,2750.56,2750.56,Julia Ferreira,DF,julia.ferreira@example.com,Cartão de Crédito
ba5d1d01-bc1b-44a9-8eeb-d183565ed996,2024-10-02 00:00:00,Liquidificador Turbo,Casa e Cozinha,3,3730.21,11190.63,Eduardo Pereira,CE,eduardo.pereira@email.com,PIX
56cce235-4599-48b4-942b-da1564ed2815,2022-09-25 00:00:00,Smartwatch Fit,Eletrônicos,2,3531.07,7062.14,Sofia Mendes,,,Boleto Bancário
0befa365-2306-485c-bed0-66eaeda38646,2024-08-03 00:00:00,Smartwatch Fit,Eletrônicos,4,4228.41,16913.64,Julia Castro,MT,julia.castro@web.org,Transferência Bancária
64f8f916-5cfb-469b-9e5e-692721974030,2023-07-16 00:00:00,Laptop Pro,Eletrônicos,5,4286.16,21430.8,Fernanda Almeida,BA,fernanda.almeida@web.org,PayPal
16373ab6-23b2-4092-858d-593e7c177c0a,2024-03-04 00:00:00,Camiseta Básica,Roupas,1,1004.4,1004.4,Otávio Castro,RR,,Transferência Bancária
8fa3aa4b-2b23-4832-8ba4-0785b62993fc,2022-12-26 00:00:00,Bicicleta Mountain Bike,Esportes e Lazer,5,1539.54,7697.7,Ana Castro,SC,ana.castro@teste.br,PayPal
a47daa1a-e006-4839-a525-b5edc4e88739,2022-08-03 00:00:00,Camiseta Básica,Roupas,3,829.13,2487.39,Fernanda Castro,SE,fernanda.castro@mail.net,Transferência Bancária
7c3841ce-f334-4b97-b812-2460c7c1e12f,2023-04-30 00:00:00,Smartwatch Fit,Eletrônicos,1,3756.34,3756.34,Patrícia Gonçalves,AM,patrícia.gonçalves@example.com,PIX
e8abbfaa-afc2-47df-b9b7-d047730e5d56,2022-07-02 00:00:00,Kit de Pesca Completo,Esportes e Lazer,5,4935.99,24679.95,Bruno Souza,BA,bruno.souza@web.org,Boleto Bancário
9e316907-5b3c-44d1-bf6e-e2227bcaac06,2023-06-19 00:00:00,Bicicleta Mountain Bike,Esportes e Lazer,4,2332.18,9328.72,Helena Lima,RJ,helena.lima@email.com,Cartão de Crédito
c3920724-c6e7-4021-a413-7a2a57186d93,2022-11-29 00:00:00,Robô Aspirador Inteligente,Casa e Cozinha,5,319.49,1597.45,Marcos Silva,TO,marcos.silva@example.com,Boleto Bancário
8f2deac7-3d8d-4777-851c-c5da321c6c9f,2023-08-14 00:00:00,Liquidificador Turbo,Casa e Cozinha,4,651.4,2605.6,Larissa Ferreira,TO,larissa.ferreira@mail.net,Cartão de Crédito
